gid	page	nr	pagenr	jaar	txt1	txt2	crd_bessel	crd_wgs84	ast	excl	crss	latlon_bessel	latlon_wgs84
105026	20	3501	20-3501	1913	Amersfoort I	Lieve-Vrouwetoren. Pijler III. Basisnet	0101000020806C0400F6285C8FE4EB0241295C8FC25E421C41	010100002040710000F6285C8FE4EB0241295C8FC25E421C41	*	 	 	0101000020D4100000644AA1B7028D154097554FFAFC134A40	0101000020E610000056CDE999908C154046563D98DC134A40
105027	20	796	20-796	1917	Amersfoort II	H. K. Stang onder kruis	0101000020806C04007B14AE47D3F1024114AE47E1DB441C41	0101000020407100007B14AE47D3F1024114AE47E1DB441C41	*	 	 	0101000020D41000006A499A0CDA8F154086EA88E42B144A40	0101000020E61000005A4ED9D3678F1540D14606810B144A40
105028	20	797	20-797	1907	Amersfoort III	Hotel Amersfoortsche berg. Stang boven knop	0101000020806C0400F6285C8FD4BB024100000000EE2E1C41	010100002040710000F6285C8FD4BB024100000000EE2E1C41	 	 	 	0101000020D4100000ED6941DCFF7515407F352F6E8E124A40	0101000020E61000006CC18E998E751540578860176E124A40
105029	20	798	20-798	1907	Amersfoort IV	Schuur bij Hotel Amersfoortsche berg. Stang	0101000020806C0400C3F5285CC3BB024133333333CE2D1C41	010100002040710000C3F5285CC3BB024133333333CE2D1C41	 	 	 	0101000020D41000004B0DEDB5F7751540676DBB3C79124A40	0101000020E6100000522B5F7386751540549F8FE658124A40
105030	20	799	20-799	1917	Amersfoort V	Kapel 0.L.V. Begraafplaats. Stang boven knop	0101000020806C0400D7A3703DD6E0024152B81E85B53A1C41	010100002040710000D7A3703DD6E0024152B81E85B53A1C41	*	 	 	0101000020D410000038A3146CB7871540A494878D6C134A40	0101000020E610000063A24E80458715409064DA2F4C134A40
105031	20	3502	20-3502	1917	Amersfoort VI	R. C. K. H.Amfridus. Stang boven knop	0101000020806C040052B81E85DDCB02411F85EB51B32E1C41	01010000204071000052B81E85DDCB02411F85EB51B32E1C41	*	 	 	0101000020D41000003136C839AD7D15405E55F0258A124A40	0101000020E6100000ADA90EAD3B7D154085B62BCF69124A40
105032	20	800	20-800	1913	Ammerstol	H. K. Stang boven knop	0101000020806C0400333333338B22FC40E17A14AE24B81A41	010100002040710000333333338B22FC40E17A14AE24B81A41	*	 	 	0101000020D4100000F864DF28F23C1340E7E2A395C6F64940	0101000020E6100000CA7C2C01963C13406DE26C1CA7F64940
105033	20	194	20-194	1905	Ammerzoden I	R. C. K. Stang boven knop	0101000020806C04005C8FC2F5648D0141E17A14AE4F801941	0101000020407100005C8FC2F5648D0141E17A14AE4F801941	*	 	 	0101000020D41000001ADDB191ABE61440641124CAFADF4940	0101000020E6100000699651453FE6144076696BF9DBDF4940
105034	20	801	20-801	1906	Ammerzoden II	Alleenstaande toren. Stang	0101000020806C0400CDCCCCCC24910141AE47E17A31841941	010100002040710000CDCCCCCC24910141AE47E17A31841941	 	 	 	0101000020D4100000E222960171E81440DEC69A0D44E04940	0101000020E6100000BDA7E9A404E8144054E8A93A25E04940
105035	20	195	20-195	1908	Amstelveen I	R. C. K. (Bovenkerk). Stang	0101000020806C040033333333579FFC401F85EB51B6351D41	01010000204071000033333333579FFC401F85EB51B6351D41	*	 	 	0101000020D41000007C4CE9770A561340F32BDBBFBD254A40	0101000020E6100000083F6CE7AD55134064BA81DD9C254A40
105036	20	802	20-802	1909	Amstelveen II	H. K. Stang	0101000020806C04005C8FC2F5B8D8FC400AD7A3709B441D41	0101000020407100005C8FC2F5B8D8FC400AD7A3709B441D41	 	 	^	0101000020D4100000A1466A6FB763134045D0CC8FD8264A40	0101000020E6100000B0D0E25D5A631340DECABAA4B7264A40
105037	20	803	20-803	1917	Amstelveen III	Raadhuis. Stang	0101000020806C0400295C8FC285D4FC408FC2F52886421D41	010100002040710000295C8FC285D4FC408FC2F52886421D41	*	 	 	0101000020D410000020CBB5F6B86213402989A125B1264A40	0101000020E6100000964859EE5B621340D3A9C23B90264A40
105038	20	804	20-804	1917	Amstelveen IV	G. K. Stang boven knop	0101000020806C040033333333EBCBFC4014AE47E1FA361D41	01010000204071000033333333EBCBFC4014AE47E1FA361D41	*	 	 	0101000020D41000002D6DB821BD601340348DB53CD7254A40	0101000020E61000000C63132A60601340DE7F6959B6254A40
105039	20	805	20-805	1903	Amstenrade I N	R. C. K. Top	0101000020806C04009A999999B98F0741A4703D0AE2021441	0101000020407100009A999999B98F0741A4703D0AE2021441	 	!	 	0101000020D4100000373223C4D4B6174092A097C054784940	0101000020E6100000117C5D334DB61740C2ADC20339784940
105040	20	806	20-806	1903	Amstenrade I Z	R. C. K. Stang onder bloem	0101000020806C040052B81E85D58F07410AD7A370B6021441	01010000204071000052B81E85D58F07410AD7A370B6021441	 	!	 	0101000020D410000035C48A7BE1B6174085BDAE8851784940	0101000020E6100000C69E4AEA59B61740DE5EF2CB35784940
105041	20	807	20-807	1903	Amstenrade II	Kasteel d'Ansembourg. Stang boven knop	0101000020806C04003D0AD7A3A88A07415C8FC2F516041441	0101000020407100003D0AD7A3A88A07415C8FC2F516041441	 	 	 	0101000020D4100000708FA4357AB41740B9ABABDA6B784940	0101000020E610000001110CBBF2B31740955D291D50784940
105042	20	81	20-81	1898	Amsterdam I	Westertoren. H. K. Stang boven kruis	0101000020806C0400B0726891CB77FD40B4C8763E96C11D41	010100002040710000B0726891CB77FD40B4C8763E96C11D41	*	 	^	0101000020D4100000964688A31889134087E1D6D311304A40	0101000020E6100000867EA342BA881340EB4245A1F02F4A40
105043	20	3503	20-3503	1910	Amsterdam I	Westertoren. H. K. Stang boven knop	0101000020806C0400E5D022DBCB77FD408D976E1296C11D41	010100002040710000E5D022DBCB77FD408D976E1296C11D41	*	 	 	0101000020D4100000015891B518891340654C9BD011304A40	0101000020E610000009D8AB54BA88134052C6099EF02F4A40
105044	20	196	20-196	1903	Amsterdam II	Watertoren (Sloten). Vlaggestok	0101000020806C0400EC51B81E5DF2FC401F85EB51C29F1D41	010100002040710000EC51B81E5DF2FC401F85EB51C29F1D41	 	 	^	0101000020D41000000FAB12DC3A6913406BF25FAB8F2D4A40	0101000020E61000001EDD9FA8DD68134081819D8C6E2D4A40
105045	21	197	21-197	1908	Amsterdam III	R. C. K. H. H. Maria Magdalena. Stang	0101000020806C0400A4703D0A2F6CFD4014AE47E1CBD71D41	010100002040710000A4703D0A2F6CFD4014AE47E1CBD71D41	*	 	 	0101000020D4100000666A2A1B278613407AF2A017B4314A40	0101000020E6100000B52D70DBC88513401FE48DD892314A40
105046	21	198	21-198	1908	Amsterdam IV	Kon. Ned. Meteorologisch Instituut Hootdtoren. Bout in pijler	0101000020806C0400295C8FC289F5FD408FC2F528C8C71D41	010100002040710000295C8FC289F5FD408FC2F528C8C71D41	*	 	 	0101000020D4100000D6E0796750A71340E4EC2A9A8A304A40	0101000020E6100000B6CE28E3F0A6134009D7796369304A40
105047	21	199	21-199	1908	Amsterdam V	Muiderkerk. H. K. Stang onder haan	0101000020806C0400000000003C25FE40C3F5285CFDAA1D41	010100002040710000000000003C25FE40C3F5285CFDAA1D41	*	 	 	0101000020D4100000B8358011F8B213407E0ACB526D2E4A40	0101000020E610000026C0691698B213406C94282C4C2E4A40
105048	21	200	21-200	1908	Amsterdam VI	Oranjekerk. H. K. Stang boven knop	0101000020806C0400295C8FC2A5A7FD40713D0AD7999B1D41	010100002040710000295C8FC2A5A7FD40713D0AD7999B1D41	*	 	 	0101000020D4100000E7F854EDDB9413405C982258472D4A40	0101000020E610000039F79D127D9413403A0ED13A262D4A40
105049	21	808	21-808	1908	Amsterdam VII	Zuiderkerk. H. K. Stang boven knop	0101000020806C040014AE47E18EBBFD400AD7A370F4B91D41	01010000204071000014AE47E18EBBFD400AD7A370F4B91D41	 	 	 	0101000020D41000005901CA7C7399134026533626842F4A40	0101000020E61000001C50E67B149913403017A0F7622F4A40
105499	37	266	37-266	1912	Buinerveen	Steen R. D	0101000020806C04005C8FC2F5C6800F4152B81E85CFCC2041	0101000020407100005C8FC2F5C6800F4152B81E85CFCC2041	*	 	 	0101000020D4100000D7AD0935F5AE1B400DA008D366774A40	0101000020E61000004653ECAA47AE1B40B58E836F43774A40
105050	21	809	21-809	1908	Amsterdam VIII	Oude Kerk. H.K. Stang boven knop	0101000020806C04005C8FC2F588B3FD400AD7A3702FC11D41	0101000020407100005C8FC2F588B3FD400AD7A3702FC11D41	 	 	 	0101000020D4100000F04A4A4579971340EEEC25300C304A40	0101000020E6100000752E0D591A971340A4B682FDEA2F4A40
105051	21	810	21-810	1908	Amsterdam IX	Koepel R. C. K. H. Nicolaes. Stang boven knop	0101000020806C040048E17A14E6F506418FC2F528A9C41D41	01010000204071000048E17A14E6F506418FC2F528A9C41D41	 	 	 	0101000020D41000005A45BDC7A97E1740F97598324E304A40	0101000020E61000001725FF0A257E1740B16E8DF22C304A40
105052	21	811	21-811	1908	Amsterdam IX. O	R. C. K. H. Nicolaas. Stang boven knop	0101000020806C04005C8FC2F5C0C2FD40AE47E17A1EC51D41	0101000020407100005C8FC2F5C0C2FD40AE47E17A1EC51D41	 	 	 	0101000020D4100000C9A2523C1C9B134040B66FD256304A40	0101000020E61000003C6EAC2DBD9A1340F7AF7F9D35304A40
105053	21	812	21-812	1908	Amsterdam IX. W	R. C. K. H. Nicolaas. Stang boven knop	0101000020806C040048E17A14CAC1FD400AD7A37006C51D41	01010000204071000048E17A14CAC1FD400AD7A37006C51D41	 	 	 	0101000020D41000004C0998FBE09A13400292790555304A40	0101000020E610000047D12AEF819A1340355B98D033304A40
105054	21	813	21-813	1908	Amsterdam X	Paleis voor volksvlijt. Bol	0101000020806C04000AD7A370DDBCFD4066666666AFA71D41	0101000020407100000AD7A370DDBCFD4066666666AFA71D41	 	 	 	0101000020D4100000AFA9F742E29913409EDEC4CE2B2E4A40	0101000020E6100000F42B1B3A8399134020AE82AA0A2E4A40
105055	21	814	21-814	1908	Amsterdam XI	Hoofdtoren. De Posthoorn. R.C.K. O.L.V. Onbevlekt Ontvangen. Stang onder kroon	0101000020806C040066666666D296FD40333333336DCD1D41	01010000204071000066666666D296FD40333333336DCD1D41	 	 	 	0101000020D41000006D968CE17B901340B67A7003F2304A40	0101000020E6100000BF56903B1D90134001D604CAD0304A40
105056	21	815	21-815	1908	Amsterdam XI N.W	De Posthoorn. R.C.K. O.L.V. Onbevlekt Ontvangen. Stang	0101000020806C04005C8FC2F50495FD403D0AD7A315CD1D41	0101000020407100005C8FC2F50495FD403D0AD7A315CD1D41	 	 	 	0101000020D41000002FEE93680D901340964E0882EB304A40	0101000020E610000043A7B3C6AE8F1340217BD048CA304A40
105057	21	816	21-816	1908	Amsterdam XI Z.O	De Posthoorn. R. C. K. O.L.V. Onbevlekt Ontvangen. Stang	0101000020806C040014AE47E18A95FD408FC2F528F6CC1D41	01010000204071000014AE47E18A95FD408FC2F528F6CC1D41	 	 	 	0101000020D41000008A0F77D82D9013407B86F734E9304A40	0101000020E610000019FD5535CF8F1340FBD7D0FBC7304A40
105058	21	817	21-817	1908	Amsterdam XII	R.C.K. H. Vinc.a Paolo. Stang onder kruis	0101000020806C0400C3F5285C9F1CFD403D0AD7A3B1AC1D41	010100002040710000C3F5285C9F1CFD403D0AD7A3B1AC1D41	 	 	 	0101000020D4100000BA12C7BE4D731340C61A4AF2842E4A40	0101000020E6100000C1FA892CF07213404171FFCB632E4A40
105059	21	818	21-818	1908	Amsterdam XIII	Vondelkerk. R.C.K.Allerh.Hart v.Jesus. Stang boven knop	0101000020806C04008FC2F5286C4DFD40295C8FC2A0AA1D41	0101000020407100008FC2F5286C4DFD40295C8FC2A0AA1D41	 	 	 	0101000020D4100000757B54980E7F1340D73BEAA65F2E4A40	0101000020E610000047A0D893B07E1340A0A08B813E2E4A40
105060	21	819	21-819	1908	Amsterdam XLV	Koninklijk paleis. Stang onder schip	0101000020806C040014AE47E16E9AFD40D7A3703D1EBF1D41	01010000204071000014AE47E16E9AFD40D7A3703D1EBF1D41	 	 	 	0101000020D41000005C28817D72911340304DD66AE42F4A40	0101000020E6100000406E35CB13911340CA287E39C32F4A40
105061	21	820	21-820	1908	Amsterdam XV. N.W	Rijksmuseum. Toren met koggeschip. Stang boven knop	0101000020806C040000000000147FFD405C8FC2F5E0A81D41	01010000204071000000000000147FFD405C8FC2F5E0A81D41	 	 	 	0101000020D4100000EEEAAD70038B13407149B351402E4A40	0101000020E61000000E110EF8A48A13401E6C122D1F2E4A40
105062	21	821	21-821	1908	Amsterdam XV. N.O	Rijksmuseum. Toren met rijkswapen. Stang boven knop	0101000020806C04009A9999998D80FD4048E17A1492A81D41	0101000020407100009A9999998D80FD4048E17A1492A81D41	 	 	 	0101000020D4100000190ECCCB5E8B13401450238F3A2E4A40	0101000020E6100000EF24A74F008B1340A630AD6A192E4A40
105063	21	822	21-822	1908	Amsterdam XVI	Koepelkerk. H. K. Stang boven knop	0101000020806C0400EC51B81E4168FD40F6285C8F7DAC1D41	010100002040710000EC51B81E4168FD40F6285C8F7DAC1D41	 	 	 	0101000020D4100000B9539AB97F85134090A799A6832E4A40	0101000020E6100000E2B2217721851340F0E80A80622E4A40
105064	21	823	21-823	1908	Amsterdam XVII	Ronde Luthersche kerk. Stang boven knop	0101000020806C0400713D0AD773A3FD4048E17A1470C71D41	010100002040710000713D0AD773A3FD4048E17A1470C71D41	 	 	 	0101000020D4100000479391199093134088DC698881304A40	0101000020E6100000209F825431931340B77D515260304A40
105065	21	824	21-824	1908	Amsterdam XVIII N.W	Moses en Aaron. R. C. K. H. Antonius. Stang boven knop	0101000020806C0400CDCCCCCC78CAFD400AD7A3707AB61D41	010100002040710000CDCCCCCC78CAFD400AD7A3707AB61D41	 	 	 	0101000020D410000024ECF9CE0F9D134036587316432F4A40	0101000020E6100000D61A66AAB09C1340F1D6C1E9212F4A40
105066	21	825	21-825	1908	Amsterdam XVIII N.O	Moses en Aaron. R. C. K. H. Antonius. Stang boven knop	0101000020806C0400D7A3703D5ACBFD405C8FC2F553B61D41	010100002040710000D7A3703D5ACBFD405C8FC2F553B61D41	 	 	 	0101000020D410000042776B4B469D1340ED1A3448402F4A40	0101000020E61000005203C024E79C13408343971B1F2F4A40
105067	21	826	21-826	1908	Amsterdam XIX	Noorderkerk. H. K. Stang boven knop	0101000020806C0400B81E85EB6D84FD40A4703D0A7DCA1D41	010100002040710000B81E85EB6D84FD40A4703D0A7DCA1D41	 	 	 	0101000020D41000008437FFBC138C134006339108BA304A40	0101000020E6100000FEDE1641B58B13402368E6D098304A40
105068	21	827	21-827	1908	Amsterdam XX	Oosterkerk. H. K. Stang boven knop	0101000020806C0400CDCCCCCCDC0FFE40333333336EB91D41	010100002040710000CDCCCCCCDC0FFE40333333336EB91D41	 	 	 	0101000020D41000006A4400F7BCAD13402814A6E27C2F4A40	0101000020E6100000E6C784315DAD13408FB4F2B35B2F4A40
105069	21	828	21-828	1908	Amsterdam XXI	Nieuwe Kerk. H. K. Stang boven knop	0101000020806C04000AD7A370B59AFD4052B81E8578C01D41	0101000020407100000AD7A370B59AFD4052B81E8578C01D41	 	 	 	0101000020D4100000DA693F3081911340E1F875ECFD2F4A40	0101000020E61000002162AD7D22911340D39859BADC2F4A40
105070	21	829	21-829	1908	Amsterdam XXII	Eilandskerk. H. K. Stang boven knop	0101000020806C040033333333078DFD408FC2F52818D21D41	01010000204071000033333333078DFD408FC2F52818D21D41	 	 	^	0101000020D4100000A857C592188E1340C8F51CAF49314A40	0101000020E6100000D17FE404BA8D1340CCC5197328314A40
105071	21	830	21-830	1908	Amsterdam XXIII N.W	De Krijtberg. R. C. K. H. Franc. Xaverius. Stang	0101000020806C04007B14AE47A58BFD4014AE47E124B61D41	0101000020407100007B14AE47A58BFD4014AE47E124B61D41	 	 	 	0101000020D410000013DB8DD7F28D1340298951C73A2F4A40	0101000020E6100000E5234645948D134041B71F9B192F4A40
105072	21	831	21-831	1908	Amsterdam XXIII Z.O	De Krijtberg. R. C. K. H. Franc. Xaverius. Stang	0101000020806C0400CDCCCCCC288CFD4014AE47E1FDB51D41	010100002040710000CDCCCCCC288CFD4014AE47E1FDB51D41	 	 	 	0101000020D4100000802B1FBE128E1340E38D70EC372F4A40	0101000020E61000008D609A2AB48D13409B2454C0162F4A40
105073	22	3504	22-3504	1926	Amsterdam XXIV	Hoofdtoren. R. C. K. H. Willebrordus buiten de Veste. Stang boven knop	0101000020806C04005C8FC2F53CCFFD40A4703D0A31A01D41	0101000020407100005C8FC2F53CCFFD40A4703D0A31A01D41	 	 	 	0101000020D4100000AB8268F8599E134070781B229F2D4A40	0101000020E61000008CCCBDC2FA9D13407D64FF017E2D4A40
105074	22	832	22-832	1908	Amsterdam XXIV. N. O	R. C. K. H. Willebrordus buiten de Veste. Stang	0101000020806C0400666666660ACFFD4048E17A1492A01D41	010100002040710000666666660ACFFD4048E17A1492A01D41	 	 	 	0101000020D4100000ACBDEB2F4D9E1340AE69B945A62D4A40	0101000020E6100000B4D0D0FAED9D13408CB06625852D4A40
105075	22	833	22-833	1908	Amsterdam XXIV. N. W	R. C. K. H. Willebrordus buiten de Veste. Stang	0101000020806C0400A4703D0A3FCEFD40B81E85EB7BA01D41	010100002040710000A4703D0A3FCEFD40B81E85EB7BA01D41	 	 	 	0101000020D41000004E6CB46A1C9E13406F219E9DA42D4A40	0101000020E61000000D1F6D37BD9D1340ECEF587D832D4A40
105076	22	834	22-834	1908	Amsterdam XXIV. Z.O	R. C. K. H. Willebrordus buiten de Veste. Stang	0101000020806C0400295C8FC239D0FD4066666666E69F1D41	010100002040710000295C8FC239D0FD4066666666E69F1D41	 	 	 	0101000020D4100000D117A340979E134074EF14AB992D4A40	0101000020E61000004EA79708389E1340C5D7218B782D4A40
105077	22	835	22-835	1908	Amsterdam XXIV. Z. W	R. C. K. H. Willebrordus buiten de Veste. Stang	0101000020806C0400333333336FCFFD405C8FC2F5CF9F1D41	010100002040710000333333336FCFFD405C8FC2F5CF9F1D41	 	 	 	0101000020D41000003FBD39AD669E1340B1DDB9FD972D4A40	0101000020E6100000A9FAFF76079E13401D75D4DD762D4A40
105078	22	836	22-836	1910	Amsterdam XXV	Beurs. Hoofdtoren. Vlaggestok	0101000020806C0400D7A3703D72AAFD40A4703D0AB0C11D41	010100002040710000D7A3703D72AAFD40A4703D0AB0C11D41	*	 	 	0101000020D410000075692391489513407D01F85D15304A40	0101000020E6100000FC0938BAE99413406982172BF42F4A40
105079	22	837	22-837	1908	Amsterdam XXVI	Hoofdtoren. Postkantoor. Stang	0101000020806C0400C3F5285C1793FD40295C8FC28BBF1D41	010100002040710000C3F5285C1793FD40295C8FC28BBF1D41	 	 	 	0101000020D410000068B9D385AD8F1340A643953EEC2F4A40	0101000020E61000009B2AC2E44E8F1340B279080DCB2F4A40
105080	22	838	22-838	1908	Amsterdam XXVI. N	Postkantoor. Stang	0101000020806C0400D7A3703D7295FD40713D0AD708C01D41	010100002040710000D7A3703D7295FD40713D0AD708C01D41	 	 	 	0101000020D41000001AFBD2C23D9013405397D287F52F4A40	0101000020E6100000E866661CDF8F1340670FFC55D42F4A40
105081	22	839	22-839	1908	Amsterdam XXVI. Z	Postkantoor. Stang	0101000020806C0400EC51B81E3595FD408FC2F528D9BF1D41	010100002040710000EC51B81E3595FD408FC2F528D9BF1D41	 	 	 	0101000020D410000086367C5E2F901340F0651503F22F4A40	0101000020E61000005F1A91B8D08F13403F245AD1D02F4A40
105082	22	840	22-840	1908	Amsterdam XXVII. N. W	Centraal station. Stang	0101000020806C04007B14AE4759BDFD40D7A3703D39C81D41	0101000020407100007B14AE4759BDFD40D7A3703D39C81D41	 	 	 	0101000020D410000091340B20CA9913405395C82B91304A40	0101000020E6100000E1BCD41E6B991340FDC31DF56F304A40
105083	22	841	22-841	1908	Amsterdam XXVII. Z. O	Centraal station. Stang	0101000020806C0400A4703D0A63BFFD40C3F5285CEAC71D41	010100002040710000A4703D0A63BFFD40C3F5285CEAC71D41	 	 	 	0101000020D4100000E13DDF31489A1340382F706D8B304A40	0101000020E6100000F933D32BE9991340016DEF366A304A40
105084	22	842	22-842	1908	Amsterdam XXVIII	Montelbaanstoren. Stang boven knop	0101000020806C04000AD7A370DDD5FD4014AE47E116BD1D41	0101000020407100000AD7A370DDD5FD4014AE47E116BD1D41	 	 	 	0101000020D4100000C2F253B2C29F134056067F10C02F4A40	0101000020E61000001016FA74639F1340EADE01E09E2F4A40
105085	22	843	22-843	1908	Amsterdam XXIX	Munttoren. Stang boven knop	0101000020806C0400D7A3703DAAA0FD401F85EB5183B41D41	010100002040710000D7A3703DAAA0FD401F85EB5183B41D41	 	 	 	0101000020D410000041EF2D2E049313408D8721B61C2F4A40	0101000020E6100000D2257B6AA59213400F45C18AFB2E4A40
105086	22	844	22-844	1908	Amsterdam XXX	G. K. (Watergraafsmeer). Stang boven knop	0101000020806C0400D7A3703DD232FE40CDCCCCCC119B1D41	010100002040710000D7A3703DD232FE40CDCCCCCC119B1D41	 	 	 	0101000020D4100000BBD135A755B61340CFB099A2412D4A40	0101000020E6100000A1C34B88F5B51340BF02E884202D4A40
105087	22	845	22-845	1915	Amsterdam XXXI	Muiderpoort. Stang boven knop	0101000020806C0400F6285C8F5210FE40E17A14AE8EAE1D41	010100002040710000F6285C8F5210FE40E17A14AE8EAE1D41	*	 	 	0101000020D410000052C34F98EAAD13401D42DEF0AF2E4A40	0101000020E61000006A4FE1CE8AAD134036E950C88E2E4A40
105088	22	846	22-846	1908	Amsterdam XXXII	De Zaaier. R. C. K. H. Ignatius. Stang	0101000020806C04007B14AE47E58EFD40AE47E17A68C91D41	0101000020407100007B14AE47E58EFD40AE47E17A68C91D41	 	 	 	0101000020D410000045D8F65C9A8E134062888502A6304A40	0101000020E6100000E2D45CC83B8E134037E169CB84304A40
105089	22	847	22-847	1908	Amsterdam XXXIII	St.-Elisabethsgesticht. Stang boven knop	0101000020806C0400B81E85EB6D03FE408FC2F528CCA91D41	010100002040710000B81E85EB6D03FE408FC2F528CCA91D41	 	 	 	0101000020D410000065D8EF30D8AA1340643AFED2552E4A40	0101000020E61000001B56478478AA13405E1D32AD342E4A40
105090	22	848	22-848	1908	Amsterdam XXXIV	R. C. K. H. Bonifacius. Stang	0101000020806C0400E17A14AE6F1DFE400AD7A37034A51D41	010100002040710000E17A14AE6F1DFE400AD7A37034A51D41	 	 	 	0101000020D41000009C2D34FB20B11340BFFC2C0B002E4A40	0101000020E6100000BA73C110C1B0134049D8D9E7DE2D4A40
105091	22	849	22-849	1908	Amsterdam XXXV	O.L.V. Gasthuis. Stang boven knop	0101000020806C0400E17A14AE0FFEFD40F6285C8F1CA51D41	010100002040710000E17A14AE0FFEFD40F6285C8F1CA51D41	 	 	 	0101000020D41000000F5DBE2295A91340571C5E54FD2D4A40	0101000020E61000004449588135A91340A03B3F31DC2D4A40
105092	22	850	22-850	1908	Amsterdam XXXVI	De Liefde. R. C. K. H. H. Nicolaas en Barbara. Dakruiter. Stang	0101000020806C0400EC51B81EC545FD401F85EB5115BD1D41	010100002040710000EC51B81EC545FD401F85EB5115BD1D41	 	 	 	0101000020D41000009B96E9FF167D13400E2ED446BB2F4A40	0101000020E6100000BC305D12B97C1340A6E60E179A2F4A40
105093	22	851	22-851	1908	Amsterdam XXXVII	R. C. K. H. Catharina. Stang boven knop	0101000020806C0400EC51B81E9991FD401F85EB51B0B51D41	010100002040710000EC51B81E9991FD401F85EB51B0B51D41	 	 	 	0101000020D4100000D650203B628F13405A129063322F4A40	0101000020E61000007E49DA9A038F134031A19837112F4A40
105094	22	852	22-852	1908	Amsterdam XXXVIII	De Pool. R. C. K. H. Anna. Dakruiter. Stang boven knop	0101000020806C040000000000440DFE4052B81E856FBA1D41	01010000204071000000000000440DFE4052B81E856FBA1D41	 	 	 	0101000020D41000008C4B77691BAD134050E8E0C08F2F4A40	0101000020E610000070224DAABBAC1340032E9F916E2F4A40
105095	22	853	22-853	1908	Amsterdam XXXIX	Engelsche kerk. Begijnhof. Stang boven knop	0101000020806C040000000000A892FD405C8FC2F579B81D41	01010000204071000000000000A892FD405C8FC2F579B81D41	 	 	^	0101000020D4100000835CB3AF9E8F134061BF64F8662F4A40	0101000020E6100000EB7DB80D408F13404D46D8CA452F4A40
105096	22	854	22-854	1915	Amsterdam XL	Kapel op R. C. begraaf- plaats H. Barbara. Stang boven knop	0101000020806C040085EB51B89E24FD40E17A14AED6DE1D41	01010000204071000085EB51B89E24FD40E17A14AED6DE1D41	*	 	 	0101000020D4100000AD7385FEE07413408945347036324A40	0101000020E6100000BE1DA66783741340E3A6812D15324A40
